,DewTemp,DryTemp,Precip,Wspeed,weekday,holiday,cust_cnt,subs_cnt,cust_dur,subs_dur
2013-07-08 13:00:00,65.0,88.0,0.0,6.0,0,False,26.0,99.0,26644.0,79548.0
2013-07-08 14:00:00,65.0,88.0,0.0,3.0,0,False,33.0,109.0,41372.0,78864.0
2013-07-08 15:00:00,66.0,87.0,0.0,3.0,0,False,27.0,100.0,33740.0,73330.0
2013-07-08 16:00:00,65.0,85.0,0.0,6.0,0,False,28.0,144.0,31468.0,106332.0
2013-07-08 17:00:00,67.0,84.0,0.0,3.0,0,False,40.0,218.0,60097.0,199983.0
2013-07-08 18:00:00,67.0,84.0,0.0,7.0,0,False,34.0,95.0,50673.0,134528.0
2013-07-08 19:00:00,70.0,74.0,0.22,6.0,0,False,27.0,123.0,32780.0,129270.0
2013-07-08 20:00:00,69.0,76.0,0.0,,0,False,35.0,149.0,51912.0,122450.0
2013-07-08 21:00:00,68.0,76.0,0.0,6.0,0,False,31.0,108.0,31970.0,109760.0
2013-07-08 22:00:00,66.0,77.0,0.0,7.0,0,False,12.0,58.0,12152.0,50361.0
2013-07-08 23:00:00,65.0,77.0,0.0,,0,False,14.0,31.0,48571.0,23810.0
2013-07-09 00:00:00,65.0,76.0,0.0,5.0,1,False,16.0,22.0,18298.0,14406.0
2013-07-09 01:00:00,65.0,75.0,0.0,3.0,1,False,5.0,7.0,4944.0,6439.0
2013-07-09 02:00:00,65.0,75.0,0.0,0.0,1,False,2.0,4.0,2538.0,3209.0
2013-07-09 03:00:00,66.0,75.0,0.0,3.0,1,False,2.0,2.0,981.0,2163.0
2013-07-09 04:00:00,65.0,75.0,0.0,3.0,1,False,2.0,4.0,1177.0,2030.0
2013-07-09 05:00:00,66.0,75.0,0.0,0.0,1,False,2.0,15.0,1437.0,9923.0
2013-07-09 06:00:00,67.0,75.0,0.0,6.0,1,False,11.0,61.0,7163.0,57875.0
2013-07-09 07:00:00,66.0,78.0,0.0,0.0,1,False,7.0,150.0,4223.0,112481.0
2013-07-09 08:00:00,66.0,80.0,0.0,0.0,1,False,27.0,285.0,20715.0,260174.0
2013-07-09 09:00:00,67.0,81.0,0.0,0.0,1,False,23.0,172.0,30493.0,137768.0
2013-07-09 10:00:00,69.0,84.0,0.0,7.0,1,False,14.0,92.0,49413.0,76534.0
2013-07-09 11:00:00,68.0,87.0,0.0,5.0,1,False,40.0,83.0,57576.0,63218.0
2013-07-09 12:00:00,68.0,85.0,0.0,6.0,1,False,22.0,118.0,22152.0,88023.0
2013-07-09 13:00:00,68.0,84.0,0.0,7.0,1,False,33.0,95.0,54315.0,66312.0
2013-07-09 14:00:00,68.0,85.0,0.0,5.0,1,False,25.0,104.0,95913.0,80391.0
2013-07-09 15:00:00,74.0,77.0,0.17,0.0,1,False,34.0,123.0,58678.0,100528.0
2013-07-09 16:00:00,69.0,79.0,0.0,3.0,1,False,46.0,127.0,60517.0,98728.0
2013-07-09 17:00:00,67.0,81.0,0.0,5.0,1,False,58.0,311.0,62102.0,260303.0
2013-07-09 18:00:00,68.0,82.0,0.0,5.0,1,False,53.0,331.0,72146.0,288159.0
2013-07-09 19:00:00,69.0,81.0,0.06,,1,False,44.0,244.0,46871.0,542462.0
2013-07-09 20:00:00,69.0,75.0,0.003,3.0,1,False,27.0,117.0,27457.0,98694.0
2013-07-09 21:00:00,68.0,77.0,0.0,0.0,1,False,21.0,100.0,24227.0,83798.0
2013-07-09 22:00:00,67.0,78.0,0.0,3.0,1,False,16.0,96.0,28009.0,78221.0
2013-07-09 23:00:00,68.0,78.0,0.0,5.0,1,False,15.0,55.0,57059.0,57310.0
2013-07-10 00:00:00,70.0,76.0,0.003,3.0,2,False,10.0,17.0,74324.0,20362.0
2013-07-10 01:00:00,69.0,76.0,0.0,0.0,2,False,5.0,7.0,6557.0,8203.0
2013-07-10 02:00:00,70.0,76.0,0.0,3.0,2,False,1.0,4.0,1520.0,2079.0
2013-07-10 03:00:00,70.0,75.0,0.0,0.0,2,False,2.0,3.0,545.0,1259.0
2013-07-10 04:00:00,71.0,76.0,0.0,0.0,2,False,1.0,4.0,762.0,2387.0
2013-07-10 05:00:00,71.0,77.0,0.0,0.0,2,False,,22.0,,11880.0
2013-07-10 06:00:00,72.0,77.0,0.0,7.0,2,False,8.0,73.0,11265.0,45582.0
2013-07-10 07:00:00,72.0,78.0,0.0,3.0,2,False,14.0,161.0,10114.0,128013.0
2013-07-10 08:00:00,73.0,80.0,0.0,6.0,2,False,17.0,197.0,18432.0,165054.0
2013-07-10 09:00:00,73.0,81.0,0.0,3.0,2,False,14.0,104.0,11678.0,131457.0
2013-07-10 10:00:00,72.0,81.0,0.0,6.0,2,False,24.0,86.0,27531.0,66093.0
2013-07-10 11:00:00,74.0,83.0,0.0,7.0,2,False,20.0,93.0,28200.0,64610.0
2013-07-10 12:00:00,74.0,80.0,0.003,,2,False,40.0,103.0,49735.0,73769.0
2013-07-10 13:00:00,73.0,83.0,0.0,6.0,2,False,38.0,97.0,59445.0,58470.0
2013-07-10 14:00:00,71.0,84.0,0.0,7.0,2,False,25.0,107.0,31127.0,72127.0
2013-07-10 15:00:00,70.0,83.0,0.0,6.0,2,False,36.0,108.0,48363.0,77518.0
2013-07-10 16:00:00,69.0,84.0,0.0,,2,False,36.0,169.0,45598.0,127496.0
2013-07-10 17:00:00,68.0,84.0,0.0,5.0,2,False,36.0,291.0,39760.0,262964.0
2013-07-10 18:00:00,68.0,84.0,0.0,3.0,2,False,41.0,268.0,54569.0,222715.0
2013-07-10 19:00:00,69.0,84.0,0.0,,2,False,28.0,254.0,35497.0,232629.0
2013-07-10 20:00:00,68.0,84.0,0.0,8.0,2,False,35.0,208.0,37214.0,201431.0
2013-07-10 21:00:00,69.0,83.0,0.0,,2,False,21.0,118.0,25381.0,122033.0
2013-07-10 22:00:00,70.0,82.0,0.0,7.0,2,False,19.0,94.0,27592.0,85962.0
2013-07-10 23:00:00,71.0,82.0,0.0,5.0,2,False,9.0,58.0,12425.0,53153.0
2013-07-11 00:00:00,72.0,81.0,0.0,3.0,3,False,7.0,31.0,4628.0,24718.0
2013-07-11 01:00:00,73.0,81.0,0.0,3.0,3,False,6.0,6.0,5154.0,5019.0
2013-07-11 02:00:00,72.0,80.0,0.0,3.0,3,False,3.0,5.0,4136.0,4156.0
2013-07-11 03:00:00,73.0,79.0,0.0,0.0,3,False,1.0,2.0,1881.0,550.0
2013-07-11 04:00:00,71.0,79.0,0.0,3.0,3,False,1.0,6.0,773.0,4708.0
2013-07-11 05:00:00,71.0,77.0,0.003,,3,False,2.0,8.0,2071.0,5624.0
2013-07-11 06:00:00,71.0,78.0,0.0,5.0,3,False,1.0,38.0,1090.0,22694.0
2013-07-11 07:00:00,72.0,78.0,0.0,3.0,3,False,11.0,140.0,9103.0,102551.0
2013-07-11 08:00:00,66.0,78.0,0.0,3.0,3,False,19.0,245.0,25464.0,194772.0
2013-07-11 09:00:00,67.0,77.0,0.003,5.0,3,False,19.0,169.0,19451.0,136649.0
2013-07-11 10:00:00,66.0,78.0,0.0,0.0,3,False,13.0,88.0,13336.0,68228.0
2013-07-11 11:00:00,66.0,80.0,0.0,3.0,3,False,15.0,99.0,25388.0,84459.0
2013-07-11 12:00:00,67.0,80.0,0.0,5.0,3,False,30.0,121.0,53571.0,87242.0
2013-07-11 13:00:00,67.0,82.0,0.0,3.0,3,False,34.0,110.0,45321.0,80672.0
2013-07-11 14:00:00,66.0,82.0,0.0,0.0,3,False,21.0,100.0,30445.0,90118.0
2013-07-11 15:00:00,68.0,81.0,0.0,3.0,3,False,26.0,104.0,41596.0,87983.0
2013-07-11 16:00:00,69.0,82.0,0.0,5.0,3,False,43.0,133.0,51129.0,117596.0
2013-07-11 17:00:00,64.0,83.0,0.0,7.0,3,False,31.0,200.0,42484.0,216067.0
2013-07-11 18:00:00,60.0,82.0,0.0,5.0,3,False,32.0,232.0,40244.0,240967.0
2013-07-11 19:00:00,60.0,81.0,0.0,0.0,3,False,33.0,201.0,40073.0,174735.0
2013-07-11 20:00:00,59.0,79.0,0.0,7.0,3,False,17.0,143.0,20882.0,129763.0
2013-07-11 21:00:00,58.0,79.0,0.0,6.0,3,False,24.0,133.0,35476.0,110969.0
2013-07-11 22:00:00,58.0,78.0,0.0,8.0,3,False,25.0,89.0,25662.0,78370.0
2013-07-11 23:00:00,59.0,77.0,0.0,5.0,3,False,16.0,64.0,69170.0,47470.0
2013-07-12 00:00:00,61.0,76.0,0.0,7.0,4,False,13.0,35.0,22388.0,31710.0
2013-07-12 01:00:00,62.0,74.0,0.0,,4,False,9.0,17.0,28810.0,11343.0
2013-07-12 02:00:00,61.0,75.0,0.0,8.0,4,False,6.0,10.0,15061.0,7949.0
2013-07-12 03:00:00,60.0,74.0,0.0,7.0,4,False,5.0,5.0,14233.0,2700.0
2013-07-12 04:00:00,61.0,73.0,0.0,6.0,4,False,2.0,5.0,3242.0,3427.0
2013-07-12 05:00:00,60.0,73.0,0.0,8.0,4,False,,10.0,,5302.0
2013-07-12 06:00:00,61.0,73.0,0.0,9.0,4,False,5.0,41.0,4549.0,30538.0
2013-07-12 07:00:00,62.0,74.0,0.0,9.0,4,False,12.0,129.0,15732.0,96502.0
2013-07-12 08:00:00,62.0,75.0,0.0,15.0,4,False,16.0,174.0,29569.0,156507.0
2013-07-12 09:00:00,62.0,75.0,0.0,17.0,4,False,26.0,158.0,31846.0,121771.0
2013-07-12 10:00:00,64.0,75.0,0.0,14.0,4,False,11.0,109.0,10700.0,90818.0
2013-07-12 11:00:00,64.0,75.0,0.0,14.0,4,False,26.0,100.0,34489.0,113377.0
2013-07-12 12:00:00,65.0,74.0,0.0,10.0,4,False,20.0,126.0,29879.0,92369.0
2013-07-12 13:00:00,67.0,73.0,0.01,6.0,4,False,43.0,130.0,71891.0,95023.0
2013-07-12 14:00:00,66.0,73.0,0.003,8.0,4,False,16.0,81.0,17106.0,51483.0
2013-07-12 15:00:00,66.0,74.0,0.01,10.0,4,False,24.0,113.0,45504.0,86841.0
2013-07-12 16:00:00,67.0,75.0,0.003,7.0,4,False,26.0,148.0,26309.0,138021.0
2013-07-12 17:00:00,69.0,73.0,0.003,7.0,4,False,45.0,208.0,130132.0,171927.0
2013-07-12 18:00:00,69.0,72.0,0.01,5.0,4,False,16.0,144.0,15811.0,189784.0
2013-07-12 19:00:00,67.0,69.0,0.13,11.0,4,False,7.0,63.0,7732.0,42376.0
2013-07-12 20:00:00,67.0,69.0,0.01,9.0,4,False,5.0,21.0,3299.0,10504.0
2013-07-12 21:00:00,66.0,68.0,0.01,14.0,4,False,,27.0,,18277.0
2013-07-12 22:00:00,67.0,68.0,0.03,6.0,4,False,2.0,21.0,1010.0,14771.0
2013-07-12 23:00:00,66.0,68.0,0.04,10.0,4,False,1.0,11.0,590.0,7149.0
2013-07-13 00:00:00,66.0,67.0,0.01,7.0,5,False,2.0,17.0,944.0,11875.0
2013-07-13 01:00:00,66.0,68.0,0.003,9.0,5,False,2.0,15.0,1309.0,11515.0
2013-07-13 02:00:00,67.0,68.0,0.0,9.0,5,False,4.0,13.0,4320.0,9512.0
2013-07-13 03:00:00,67.0,69.0,0.01,8.0,5,False,,5.0,,2737.0
2013-07-13 04:00:00,68.0,69.0,0.01,9.0,5,False,,4.0,,3460.0
2013-07-13 05:00:00,68.0,69.0,0.0,9.0,5,False,2.0,6.0,1637.0,8090.0
2013-07-13 06:00:00,68.0,70.0,0.0,6.0,5,False,3.0,16.0,3824.0,9111.0
2013-07-13 07:00:00,69.0,71.0,0.02,6.0,5,False,6.0,22.0,4830.0,18881.0
2013-07-13 08:00:00,70.0,72.0,0.0,5.0,5,False,9.0,61.0,8516.0,49271.0
2013-07-13 09:00:00,70.0,73.0,0.0,8.0,5,False,23.0,105.0,31720.0,84303.0
2013-07-13 10:00:00,72.0,77.0,0.0,5.0,5,False,34.0,106.0,39517.0,94161.0
2013-07-13 11:00:00,72.0,79.0,0.0,7.0,5,False,50.0,160.0,79047.0,152679.0
2013-07-13 12:00:00,71.0,80.0,0.0,11.0,5,False,62.0,171.0,111787.0,155951.0
2013-07-13 13:00:00,71.0,79.0,0.0,8.0,5,False,83.0,178.0,131727.0,168710.0
2013-07-13 14:00:00,72.0,78.0,0.0,3.0,5,False,101.0,163.0,180064.0,292385.0
2013-07-13 15:00:00,71.0,77.0,0.0,0.0,5,False,90.0,170.0,121298.0,136102.0
2013-07-13 16:00:00,72.0,76.0,0.0,8.0,5,False,87.0,200.0,163428.0,185465.0
2013-07-13 17:00:00,72.0,77.0,0.0,0.0,5,False,79.0,120.0,193832.0,88852.0
2013-07-13 18:00:00,71.0,77.0,0.0,0.0,5,False,70.0,132.0,84476.0,114413.0
2013-07-13 19:00:00,72.0,77.0,0.0,5.0,5,False,70.0,144.0,89198.0,121436.0
2013-07-13 20:00:00,72.0,76.0,0.0,7.0,5,False,46.0,120.0,59608.0,97641.0
2013-07-13 21:00:00,72.0,76.0,0.0,0.0,5,False,43.0,88.0,59224.0,78156.0
2013-07-13 22:00:00,72.0,76.0,0.0,0.0,5,False,20.0,74.0,21863.0,73456.0
2013-07-13 23:00:00,72.0,74.0,0.01,0.0,5,False,25.0,65.0,36960.0,49550.0
2013-07-14 00:00:00,73.0,75.0,0.0,3.0,6,False,22.0,34.0,60569.0,26565.0
2013-07-14 01:00:00,73.0,74.0,0.0,3.0,6,False,20.0,32.0,48352.0,20710.0
2013-07-14 02:00:00,72.0,74.0,0.0,0.0,6,False,10.0,10.0,12425.0,7852.0
2013-07-14 03:00:00,72.0,74.0,0.0,0.0,6,False,10.0,13.0,11459.0,9353.0
2013-07-14 04:00:00,72.0,74.0,0.0,0.0,6,False,3.0,13.0,2381.0,14797.0
2013-07-14 05:00:00,73.0,76.0,0.0,6.0,6,False,2.0,5.0,35274.0,4142.0
2013-07-14 06:00:00,73.0,77.0,0.0,5.0,6,False,2.0,10.0,15758.0,11560.0
2013-07-14 07:00:00,73.0,78.0,0.0,5.0,6,False,3.0,21.0,4485.0,16761.0
2013-07-14 08:00:00,73.0,81.0,0.0,5.0,6,False,15.0,53.0,26961.0,43233.0
2013-07-14 09:00:00,72.0,82.0,0.0,8.0,6,False,27.0,79.0,36570.0,67521.0
2013-07-14 10:00:00,74.0,86.0,0.0,3.0,6,False,53.0,122.0,105581.0,111364.0
2013-07-14 11:00:00,73.0,87.0,0.0,3.0,6,False,58.0,112.0,108268.0,96560.0
2013-07-14 12:00:00,71.0,87.0,0.0,3.0,6,False,81.0,168.0,152346.0,146037.0
2013-07-14 13:00:00,70.0,86.0,0.0,0.0,6,False,87.0,163.0,143609.0,159397.0
2013-07-14 14:00:00,71.0,88.0,0.0,7.0,6,False,123.0,169.0,186845.0,144415.0
2013-07-14 15:00:00,68.0,88.0,0.0,6.0,6,False,96.0,173.0,147274.0,180604.0
2013-07-14 16:00:00,68.0,88.0,0.0,7.0,6,False,113.0,191.0,163617.0,183109.0
2013-07-14 17:00:00,69.0,87.0,0.0,5.0,6,False,126.0,177.0,174264.0,169226.0
2013-07-14 18:00:00,67.0,86.0,0.0,5.0,6,False,91.0,180.0,152783.0,158056.0
2013-07-14 19:00:00,67.0,86.0,0.0,3.0,6,False,93.0,156.0,143137.0,140314.0
2013-07-14 20:00:00,67.0,84.0,0.0,6.0,6,False,59.0,175.0,158256.0,166437.0
2013-07-14 21:00:00,67.0,84.0,0.0,5.0,6,False,45.0,105.0,67012.0,89341.0
2013-07-14 22:00:00,68.0,83.0,0.0,3.0,6,False,39.0,60.0,48545.0,51550.0
2013-07-14 23:00:00,68.0,82.0,0.0,6.0,6,False,23.0,42.0,23701.0,34065.0
2013-07-15 00:00:00,69.0,81.0,0.0,8.0,0,False,7.0,21.0,9295.0,17422.0
2013-07-15 01:00:00,70.0,81.0,0.0,6.0,0,False,2.0,13.0,1723.0,7955.0
2013-07-15 02:00:00,70.0,80.0,0.0,5.0,0,False,3.0,4.0,2993.0,4737.0
2013-07-15 03:00:00,71.0,79.0,0.0,3.0,0,False,3.0,1.0,3373.0,920.0
2013-07-15 04:00:00,71.0,78.0,0.0,0.0,0,False,1.0,3.0,296.0,2209.0
2013-07-15 05:00:00,71.0,78.0,0.0,0.0,0,False,,12.0,,8262.0
2013-07-15 06:00:00,71.0,80.0,0.0,5.0,0,False,3.0,69.0,7156.0,52662.0
2013-07-15 07:00:00,70.0,82.0,0.0,3.0,0,False,15.0,142.0,17931.0,111311.0
2013-07-15 08:00:00,71.0,83.0,0.0,6.0,0,False,22.0,274.0,23073.0,223556.0
2013-07-15 09:00:00,71.0,87.0,0.0,5.0,0,False,12.0,200.0,10754.0,146845.0
2013-07-15 10:00:00,73.0,91.0,0.0,0.0,0,False,22.0,94.0,34819.0,71334.0
2013-07-15 11:00:00,71.0,89.0,0.0,5.0,0,False,29.0,84.0,49459.0,60610.0
2013-07-15 12:00:00,72.0,93.0,0.0,3.0,0,False,31.0,118.0,41024.0,103480.0
2013-07-15 13:00:00,72.0,90.0,0.0,7.0,0,False,32.0,100.0,41608.0,83504.0
2013-07-15 14:00:00,69.0,92.0,0.0,0.0,0,False,34.0,109.0,66923.0,74198.0
2013-07-15 15:00:00,70.0,91.0,0.0,5.0,0,False,33.0,125.0,48186.0,163423.0
2013-07-15 16:00:00,67.0,92.0,0.0,3.0,0,False,42.0,162.0,50197.0,113737.0
2013-07-15 17:00:00,67.0,91.0,0.0,3.0,0,False,53.0,328.0,65526.0,270761.0
2013-07-15 18:00:00,69.0,89.0,0.0,5.0,0,False,48.0,336.0,68389.0,295218.0
2013-07-15 19:00:00,70.0,88.0,0.0,5.0,0,False,38.0,240.0,41260.0,223964.0
2013-07-15 20:00:00,71.0,85.0,0.0,0.0,0,False,25.0,191.0,35942.0,172369.0
2013-07-15 21:00:00,70.0,84.0,0.0,3.0,0,False,28.0,142.0,79187.0,138368.0
2013-07-15 22:00:00,70.0,85.0,0.0,3.0,0,False,19.0,83.0,21398.0,74217.0
2013-07-15 23:00:00,70.0,85.0,0.0,0.0,0,False,16.0,51.0,235468.0,42373.0
2013-07-16 00:00:00,69.0,83.0,0.0,0.0,1,False,7.0,23.0,8615.0,28131.0
2013-07-16 01:00:00,68.0,81.0,0.0,3.0,1,False,5.0,14.0,8066.0,12250.0
2013-07-16 02:00:00,68.0,80.0,0.0,0.0,1,False,4.0,3.0,25482.0,5462.0
2013-07-16 03:00:00,68.0,79.0,0.0,0.0,1,False,4.0,3.0,4732.0,4694.0
2013-07-16 04:00:00,67.0,78.0,0.0,3.0,1,False,2.0,4.0,2898.0,8872.0
2013-07-16 05:00:00,67.0,78.0,0.0,3.0,1,False,2.0,18.0,1395.0,11979.0
2013-07-16 06:00:00,67.0,80.0,0.0,0.0,1,False,11.0,81.0,13108.0,72491.0
2013-07-16 07:00:00,66.0,82.0,0.0,6.0,1,False,12.0,146.0,9962.0,116893.0
2013-07-16 08:00:00,66.0,84.0,0.0,6.0,1,False,23.0,312.0,22063.0,246156.0
2013-07-16 09:00:00,67.0,86.0,0.0,9.0,1,False,15.0,232.0,14402.0,211953.0
2013-07-16 10:00:00,66.0,90.0,0.0,3.0,1,False,20.0,118.0,23034.0,115639.0
2013-07-16 11:00:00,65.0,93.0,0.0,6.0,1,False,28.0,90.0,65490.0,72846.0
2013-07-16 12:00:00,63.0,93.0,0.0,7.0,1,False,22.0,105.0,23062.0,77225.0
2013-07-16 13:00:00,63.0,93.0,0.0,8.0,1,False,26.0,131.0,32800.0,94534.0
2013-07-16 14:00:00,62.0,93.0,0.0,8.0,1,False,36.0,106.0,42391.0,82403.0
2013-07-16 15:00:00,62.0,91.0,0.0,13.0,1,False,31.0,121.0,56340.0,87477.0
2013-07-16 16:00:00,62.0,91.0,0.0,9.0,1,False,40.0,147.0,65702.0,111562.0
2013-07-16 17:00:00,63.0,90.0,0.0,7.0,1,False,50.0,310.0,64702.0,267348.0
2013-07-16 18:00:00,62.0,89.0,0.0,6.0,1,False,39.0,318.0,49813.0,252272.0
2013-07-16 19:00:00,60.0,88.0,0.0,5.0,1,False,46.0,219.0,61352.0,219052.0
2013-07-16 20:00:00,61.0,87.0,0.0,5.0,1,False,38.0,183.0,123050.0,170280.0
2013-07-16 21:00:00,61.0,87.0,0.0,5.0,1,False,30.0,127.0,36751.0,123652.0
2013-07-16 22:00:00,62.0,85.0,0.0,0.0,1,False,18.0,103.0,60887.0,91438.0
2013-07-16 23:00:00,64.0,84.0,0.0,0.0,1,False,11.0,55.0,11858.0,47705.0
2013-07-17 00:00:00,64.0,83.0,0.0,3.0,2,False,8.0,35.0,7572.0,25418.0
2013-07-17 01:00:00,65.0,82.0,0.0,3.0,2,False,7.0,10.0,12860.0,10116.0
2013-07-17 02:00:00,66.0,81.0,0.0,0.0,2,False,6.0,9.0,8794.0,8982.0
2013-07-17 03:00:00,67.0,80.0,0.0,0.0,2,False,1.0,6.0,617.0,9163.0
2013-07-17 04:00:00,68.0,79.0,0.0,0.0,2,False,,3.0,,2899.0
2013-07-17 05:00:00,69.0,80.0,0.0,0.0,2,False,2.0,17.0,911.0,11359.0
2013-07-17 06:00:00,69.0,82.0,0.0,5.0,2,False,2.0,64.0,564.0,44941.0
2013-07-17 07:00:00,70.0,84.0,0.0,3.0,2,False,10.0,174.0,8915.0,132273.0
2013-07-17 08:00:00,71.0,86.0,0.0,3.0,2,False,26.0,293.0,25403.0,218835.0
2013-07-17 09:00:00,69.0,89.0,0.0,5.0,2,False,17.0,221.0,17962.0,159172.0
2013-07-17 10:00:00,69.0,92.0,0.0,,2,False,19.0,99.0,43912.0,76193.0
2013-07-17 11:00:00,67.0,94.0,0.0,6.0,2,False,17.0,95.0,21945.0,66482.0
2013-07-17 12:00:00,63.0,95.0,0.0,5.0,2,False,33.0,112.0,39854.0,82331.0
2013-07-17 13:00:00,68.0,95.0,0.0,3.0,2,False,17.0,137.0,16529.0,98126.0
2013-07-17 14:00:00,66.0,96.0,0.0,5.0,2,False,28.0,121.0,30091.0,95205.0
2013-07-17 15:00:00,69.0,91.0,0.0,6.0,2,False,29.0,116.0,30053.0,82315.0
2013-07-17 16:00:00,68.0,87.0,0.0,5.0,2,False,27.0,174.0,31670.0,130267.0
2013-07-17 17:00:00,68.0,87.0,0.0,5.0,2,False,33.0,282.0,36830.0,254714.0
2013-07-17 18:00:00,67.0,86.0,0.0,0.0,2,False,34.0,355.0,49179.0,304413.0
2013-07-17 19:00:00,67.0,85.0,0.0,5.0,2,False,31.0,268.0,67612.0,250304.0
2013-07-17 20:00:00,68.0,84.0,0.0,0.0,2,False,24.0,201.0,24759.0,192625.0
2013-07-17 21:00:00,69.0,84.0,0.0,5.0,2,False,26.0,129.0,65839.0,101872.0
2013-07-17 22:00:00,70.0,84.0,0.0,6.0,2,False,29.0,103.0,31136.0,89623.0
2013-07-17 23:00:00,69.0,83.0,0.0,6.0,2,False,16.0,59.0,17519.0,52542.0
2013-07-18 00:00:00,69.0,83.0,0.0,5.0,3,False,13.0,29.0,23551.0,20767.0
2013-07-18 01:00:00,69.0,83.0,0.0,5.0,3,False,6.0,14.0,57784.0,13858.0
2013-07-18 02:00:00,69.0,82.0,0.0,3.0,3,False,2.0,6.0,2214.0,5823.0
2013-07-18 03:00:00,69.0,82.0,0.0,0.0,3,False,6.0,5.0,4924.0,2330.0
2013-07-18 04:00:00,69.0,83.0,0.0,3.0,3,False,2.0,4.0,1316.0,8770.0
2013-07-18 05:00:00,69.0,82.0,0.0,6.0,3,False,1.0,14.0,1707.0,13406.0
2013-07-18 06:00:00,70.0,84.0,0.0,6.0,3,False,1.0,66.0,966.0,71853.0
2013-07-18 07:00:00,72.0,85.0,0.0,0.0,3,False,4.0,157.0,2925.0,108747.0
2013-07-18 08:00:00,72.0,88.0,0.0,6.0,3,False,14.0,277.0,11170.0,253122.0
2013-07-18 09:00:00,71.0,91.0,0.0,3.0,3,False,12.0,224.0,9628.0,155972.0
2013-07-18 10:00:00,70.0,94.0,0.0,6.0,3,False,12.0,95.0,22481.0,59392.0
2013-07-18 11:00:00,68.0,96.0,0.0,5.0,3,False,19.0,76.0,20028.0,55028.0
2013-07-18 12:00:00,66.0,97.0,0.0,6.0,3,False,26.0,121.0,28684.0,83900.0
2013-07-18 13:00:00,67.0,97.0,0.0,5.0,3,False,28.0,137.0,40644.0,84691.0
2013-07-18 14:00:00,66.0,96.0,0.0,,3,False,21.0,128.0,18903.0,84206.0
2013-07-18 15:00:00,66.0,95.0,0.0,0.0,3,False,31.0,126.0,28637.0,77335.0
2013-07-18 16:00:00,66.0,94.0,0.0,6.0,3,False,33.0,145.0,74102.0,111514.0
2013-07-18 17:00:00,68.0,93.0,0.0,5.0,3,False,45.0,313.0,52902.0,243880.0
2013-07-18 18:00:00,66.0,93.0,0.0,6.0,3,False,33.0,330.0,47740.0,278469.0
2013-07-18 19:00:00,68.0,91.0,0.0,3.0,3,False,46.0,241.0,53696.0,198943.0
2013-07-18 20:00:00,69.0,90.0,0.0,0.0,3,False,33.0,175.0,56829.0,194951.0
2013-07-18 21:00:00,70.0,90.0,0.0,3.0,3,False,34.0,139.0,36144.0,105030.0
2013-07-18 22:00:00,70.0,88.0,0.0,3.0,3,False,16.0,91.0,15279.0,72102.0
2013-07-18 23:00:00,72.0,87.0,0.0,5.0,3,False,19.0,63.0,20535.0,56679.0
2013-07-19 00:00:00,73.0,85.0,0.0,3.0,4,False,10.0,42.0,13778.0,27414.0
2013-07-19 01:00:00,74.0,84.0,0.0,3.0,4,False,6.0,15.0,7094.0,12271.0
2013-07-19 02:00:00,74.0,84.0,0.0,0.0,4,False,4.0,11.0,3538.0,23991.0
2013-07-19 03:00:00,74.0,83.0,0.0,3.0,4,False,4.0,4.0,2129.0,1579.0
2013-07-19 04:00:00,72.0,83.0,0.0,5.0,4,False,1.0,5.0,603.0,3065.0
2013-07-19 05:00:00,72.0,83.0,0.0,0.0,4,False,,7.0,,5904.0
2013-07-19 06:00:00,74.0,84.0,0.0,5.0,4,False,3.0,57.0,209961.0,43573.0
2013-07-19 07:00:00,74.0,87.0,0.0,3.0,4,False,11.0,132.0,11483.0,86030.0
2013-07-19 08:00:00,75.0,89.0,0.0,,4,False,19.0,252.0,18850.0,179814.0
2013-07-19 09:00:00,74.0,92.0,0.0,5.0,4,False,23.0,207.0,41845.0,150886.0
2013-07-19 10:00:00,74.0,91.0,0.0,,4,False,17.0,104.0,15361.0,68667.0
2013-07-19 11:00:00,74.0,93.0,0.0,,4,False,18.0,114.0,17948.0,109721.0
2013-07-19 12:00:00,72.0,95.0,0.0,10.0,4,False,19.0,109.0,33222.0,79280.0
2013-07-19 13:00:00,71.0,94.0,0.0,7.0,4,False,25.0,134.0,28353.0,89788.0
2013-07-19 14:00:00,70.0,94.0,0.0,8.0,4,False,34.0,129.0,36379.0,82979.0
2013-07-19 15:00:00,71.0,95.0,0.0,,4,False,29.0,127.0,41253.0,88064.0
2013-07-19 16:00:00,69.0,94.0,0.0,,4,False,42.0,195.0,52556.0,158734.0
2013-07-19 17:00:00,74.0,91.0,0.0,6.0,4,False,33.0,285.0,45080.0,228433.0
2013-07-19 18:00:00,72.0,92.0,0.0,6.0,4,False,27.0,257.0,31164.0,217701.0
2013-07-19 19:00:00,72.0,91.0,0.0,8.0,4,False,37.0,183.0,48313.0,146322.0
2013-07-19 20:00:00,74.0,89.0,0.0,,4,False,30.0,155.0,52409.0,147715.0
2013-07-19 21:00:00,71.0,89.0,0.0,3.0,4,False,27.0,104.0,37210.0,88317.0
2013-07-19 22:00:00,74.0,87.0,0.0,9.0,4,False,19.0,86.0,22686.0,75347.0
2013-07-19 23:00:00,73.0,86.0,0.0,7.0,4,False,14.0,67.0,49570.0,55425.0
